page,title,total_internal_outbound_links,total_internal_outbound_links_to_crawled_pages,total_internal_inbound_links,depth_from_homepage,is_orphan_page,has_lt_5_inbound_links,has_gt_50_outbound_links,holiday_primary_category,holiday_inferred_tags,structural_weakness_score,authority_hub_score
/holiday/national-brownie-day/,National Brownie Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-buffet-day/,National Buffet Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-cake-day/,National Cake Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,food_drink,food_drink,4,14.24
/holiday/national-cake-decorating-day/,National Cake Decorating Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,food_drink,food_drink,4,10.24
/holiday/national-camera-day/,National Camera Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-candy-cane-day/,National Candy Cane Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-candy-corn-day/,National Candy Corn Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,food_drink,food_drink,4,10.24
/holiday/national-candy-day/,National Candy Day — Obscure Holiday Calendar,27,27,5,2,no,no,no,food_drink,food_drink,4,7.24
/holiday/national-cappuccino-day/,National Cappuccino Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-caps-lock-day/,National Caps Lock Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-cat-day/,National Cat Day — Obscure Holiday Calendar,27,27,7,1,no,no,no,animals_nature,animals_nature,2,9.74
/holiday/national-catfish-day/,National Catfish Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,animals_nature,animals_nature,4,13.24
/holiday/national-cbd-day/,National CBD Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-cereal-day/,National Cereal Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-cheese-day/,National Cheese Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-cheese-lovers-day/,National Cheese Lovers Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink;wellness_lifestyle,4,12.24
/holiday/national-cheese-pizza-day/,National Cheese Pizza Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,food_drink,food_drink,4,10.24
/holiday/national-cheeseburger-day/,National Cheeseburger Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,food_drink,food_drink,4,14.24
/holiday/national-cheesecake-day/,National Cheesecake Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-cherries-jubilee-day/,National Cherries Jubilee Day — Obscure Holiday Calendar,27,27,5,2,no,no,no,fun_weird_general,fun_weird_general,4,7.24
/holiday/national-cherry-popsicle-day/,National Cherry Popsicle Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-chocolate-chip-cookie-day/,National Chocolate Chip Cookie Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-chocolate-chip-day/,National Chocolate Chip Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,food_drink,food_drink,4,9.24
/holiday/national-chocolate-covered-anything-day/,National Chocolate-covered Anything Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,food_drink,food_drink,4,9.24
/holiday/national-chocolate-covered-pretzel-day/,National Chocolate Covered Pretzel Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,food_drink,food_drink,4,9.24
/holiday/national-chocolate-cupcake-day/,National Chocolate Cupcake Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-chocolate-milk-day/,National Chocolate Milk Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,food_drink,food_drink,4,14.24
/holiday/national-chocolate-milkshake-day/,National Chocolate Milkshake Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,food_drink,food_drink,4,10.24
/holiday/national-chocolate-mint-day/,National Chocolate Mint Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-chocolate-pecan-pie-day/,National Chocolate Pecan Pie Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,food_drink,food_drink,4,15.24
/holiday/national-chocolate-pudding-day/,National Chocolate Pudding Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-chocolate-wafer-day/,National Chocolate Wafer Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-chop-suey-day/,National Chop Suey Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-chopsticks-day/,National Chopsticks Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-cinnamon-crescent-day/,National Cinnamon Crescent Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,fun_weird_general,fun_weird_general,4,15.24
/holiday/national-clam-chowder-day/,National Clam Chowder Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-cocktail-day/,National Cocktail Day — Obscure Holiday Calendar,27,27,5,2,no,no,no,food_drink,food_drink,4,7.24
/holiday/national-cocoa-day/,National Cocoa Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.24
/holiday/national-coconut-day/,National Coconut Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.24
/holiday/national-coffee-day/,National Coffee Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-coffee-ice-cream-day/,National Coffee Ice Cream Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-comic-book-day/,National Comic Book Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,arts_culture,arts_culture,4,15.24
/holiday/national-compliment-day/,National Compliment Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,fun_weird_general,fun_weird_general,4,10.24
/holiday/national-cookie-day/,National Cookie Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,food_drink,food_drink,4,13.24
/holiday/national-cookie-exchange-day/,National Cookie Exchange Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,food_drink,food_drink,4,11.24
/holiday/national-corn-fritters-day/,National Corn Fritters Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,food_drink,food_drink,4,11.24
/holiday/national-corn-on-the-cob-day/,National Corn on the Cob Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-corned-beef-hash-day/,National Corned Beef Hash Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,food_drink,food_drink;animals_nature,4,9.24
/holiday/national-cosmopolitan-day/,National Cosmopolitan Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,fun_weird_general,fun_weird_general,4,15.24
/holiday/national-crayon-day/,National Crayon Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-cream-filled-donut-day/,National Cream-Filled Donut Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-creamsicle-day/,National Creamsicle Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-croissant-day/,National Croissant Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-crossword-puzzle-day/,National Crossword Puzzle Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-crème-brûlée-day/,National Crème Brûlée Day — Obscure Holiday Calendar,25,25,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.0
/holiday/national-crème-de-menthe-day/,National Crème De Menthe Day — Obscure Holiday Calendar,25,25,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.0
/holiday/national-cubicle-day/,National Cubicle Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-cupcake-day/,National Cupcake Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-daiquiri-day/,National Daiquiri Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-dark-chocolate-day/,National Dark Chocolate Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,food_drink,food_drink,4,9.24
/holiday/national-date-nut-bread-day/,National Date Nut Bread Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,food_drink,food_drink,4,10.24
/holiday/national-daylight-appreciation-day/,National Daylight Appreciation Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,fun_weird_general,fun_weird_general,4,10.24
/holiday/national-deep-fried-clams-day/,National Deep Fried Clams Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-ding-a-ling-day/,National Ding-A-Ling Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-dog-day/,National Dog Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,animals_nature,animals_nature,4,11.24
/holiday/national-doughnut-day/,National Doughnut Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-drink-beer-day/,National Drink Beer Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,food_drink,food_drink;animals_nature,4,10.24
/holiday/national-drink-wine-day/,National Drink Wine Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,food_drink,food_drink,4,13.24
/holiday/national-eat-a-hoagie-day/,National Eat a Hoagie Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,fun_weird_general,fun_weird_general,4,10.24
/holiday/national-eat-your-beans-day/,National Eat Your Beans Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-eat-your-vegetables-day/,National Eat Your Vegetables Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,food_drink,food_drink,4,13.24
/holiday/national-egg-day/,National Egg Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-eggnog-day/,National Eggnog Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-emma-m-nutt-day/,National Emma M. Nutt Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-espresso-day/,National Espresso Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-fast-food-day/,National Fast Food Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-ferret-day/,National Ferret Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-fettuccine-alfredo-day/,National Fettuccine Alfredo Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.24
/holiday/national-filet-mignon-day/,National Filet Mignon Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-food-day/,National Food Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-french-toast-day/,National French Toast Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-fried-chicken-day/,National Fried Chicken Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,fun_weird_general,fun_weird_general,4,10.24
/holiday/national-fried-scallops-day/,National Fried Scallops Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-frozen-yogurt-day/,National Frozen Yogurt Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-fudge-day/,National Fudge Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-garlic-day/,National Garlic Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,fun_weird_general,fun_weird_general,4,10.24
/holiday/national-gingerbread-cookie-day/,National Gingerbread Cookie Day — Obscure Holiday Calendar,27,27,5,2,no,no,no,food_drink,food_drink,4,7.24
/holiday/national-gingerbread-day/,National Gingerbread Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,food_drink,food_drink,4,15.24
/holiday/national-girlfriends-day/,National Girlfriends Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-golf-lovers-day/,National Golf Lovers Day — Obscure Holiday Calendar,25,25,9,2,no,no,no,wellness_lifestyle,wellness_lifestyle,4,11.0
/holiday/national-grammar-day/,National Grammar Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-greasy-foods-day/,National Greasy Foods Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-great-american-pot-pie-day/,National Great American Pot Pie Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-grilled-cheese-sandwich-day/,National Grilled Cheese Sandwich Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-grouch-day/,National Grouch Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-guacamole-day/,National Guacamole Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.24
/holiday/national-hamburger-day/,National Hamburger Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,food_drink,food_drink,4,9.24
/holiday/national-hammock-day/,National Hammock Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-hangover-day/,National Hangover Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-hard-candy-day/,National Hard Candy Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,food_drink,food_drink,4,14.24
/holiday/national-hat-day/,National Hat Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-high-five-day/,National High-Five Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-homemade-cookies-day/,National Homemade Cookies Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-homemade-soup-day/,National Homemade Soup Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,food_drink,food_drink,4,14.24
/holiday/national-hot-dog-day/,National Hot Dog Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,animals_nature,animals_nature,4,11.24
/holiday/national-hot-mulled-cider-day/,National Hot Mulled Cider Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-hot-tea-day/,National Hot Tea Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-hugging-day/,National Hugging Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-hydration-day/,National Hydration Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,fun_weird_general,fun_weird_general,4,10.24
/holiday/national-ice-cream-sandwich-day/,National Ice Cream Sandwich Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-ice-cream-soda-day/,National Ice Cream Soda Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,food_drink,food_drink,4,10.24
/holiday/national-iced-tea-day/,National Iced Tea Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,food_drink,food_drink,4,13.24
/holiday/national-inane-answering-machine-day/,National Inane Answering Machine Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-inventors-day/,National Inventors' Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-it-professionals-day/,National IT Professionals Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-jelly-bean-day/,National Jelly Bean Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,fun_weird_general,fun_weird_general,4,15.24
/holiday/national-joe-day/,National Joe Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-jukebox-day/,National Jukebox Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-julienne-fries-day/,National Julienne Fries Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-junk-food-day/,National Junk Food Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-kite-flying-day/,National Kite Flying Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-kool-aid-day/,National Kool-Aid Day — Obscure Holiday Calendar,27,27,5,2,no,no,no,fun_weird_general,fun_weird_general,4,7.24
/holiday/national-lasagna-day/,National Lasagna Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,fun_weird_general,fun_weird_general,4,15.24
/holiday/national-laundry-day/,National Laundry Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-law-enforcement-appreciation-day/,National Law Enforcement Appreciation Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,fun_weird_general,fun_weird_general,4,15.24
/holiday/national-lazy-day/,National Lazy Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-leathercraft-day/,National Leathercraft Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.24
/holiday/national-lets-laugh-day/,National Lets Laugh Day — Obscure Holiday Calendar,25,24,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.0
/holiday/national-letter-writing-day/,National Letter Writing Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-limerick-day/,National Limerick Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-llama-awareness-day/,National Llama Awareness Day — Obscure Holiday Calendar,27,27,5,2,no,no,no,awareness_advocacy,awareness_advocacy,4,7.24
/holiday/national-mac-and-cheese-day/,National Mac and Cheese Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,food_drink,food_drink,4,14.24
/holiday/national-macadamia-nut-day/,National Macadamia Nut Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-make-lunch-count-day/,National Make Lunch Count Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-make-your-bed-day/,National Make Your Bed Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-maple-syrup-day/,National Maple Syrup Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-margarita-day/,National Margarita Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-mario-day/,National Mario Day — Obscure Holiday Calendar,27,27,5,2,no,no,no,fun_weird_general,fun_weird_general,4,7.24
/holiday/national-matchmaker-day/,National Matchmaker Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-measure-your-feet-day/,National Measure Your Feet Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,fun_weird_general,fun_weird_general,4,15.24
/holiday/national-milk-chocolate-day/,National Milk Chocolate Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-milk-day/,National Milk Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-mint-julep-day/,National Mint Julep Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-mm-day/,National Mm Day — Obscure Holiday Calendar,25,25,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.0
/holiday/national-mole-day/,National Mole Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-moonshine-day/,National Moonshine Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-moscato-day/,National Moscato Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,animals_nature,animals_nature,4,9.24
/holiday/national-mousse-day/,National Mousse Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.24
/holiday/national-mutt-day/,National Mutt Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.24
/holiday/national-nachos-day/,National Nachos Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-name-your-car-day/,National Name Your Car Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-new-hampshire-day/,National New Hampshire Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-nothing-day/,National Nothing Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-oatmeal-cookie-day/,National Oatmeal Cookie Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,food_drink,food_drink,4,10.24
/holiday/national-onion-rings-day/,National Onion Rings Day — Obscure Holiday Calendar,27,26,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-ootd-day/,National OOTD Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-pancake-day/,National Pancake Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,food_drink,food_drink,4,8.24
/holiday/national-panda-day/,National Panda Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-paper-airplane-day/,National Paper Airplane Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-parfait-day/,National Parfait Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,fun_weird_general,fun_weird_general,4,13.24
/holiday/national-pasta-day/,National Pasta Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,food_drink,food_drink,4,11.24
/holiday/national-pastry-day/,National Pastry Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-peach-pie-day/,National Peach Pie Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-peanut-butter-and-jelly-day/,National Peanut Butter and Jelly Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-peanut-butter-cookie-day/,National Peanut Butter Cookie Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-peanut-butter-fudge-day/,National Peanut Butter Fudge Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-peanut-butter-lovers-day/,National Peanut Butter Lovers Day — Obscure Holiday Calendar,25,25,10,2,no,no,no,wellness_lifestyle,wellness_lifestyle,4,12.0
/holiday/national-pecan-cookie-day/,National Pecan Cookie Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,food_drink,food_drink,4,11.24
/holiday/national-pecan-pie-day/,National Pecan Pie Day — Obscure Holiday Calendar,27,27,13,2,no,no,no,fun_weird_general,fun_weird_general,4,15.24
/holiday/national-pecan-torte-day/,National Pecan Torte Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-pepperoni-pizza-day/,National Pepperoni Pizza Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,food_drink,food_drink,4,12.24
/holiday/national-periodic-table-day/,National Periodic Table Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-pet-day/,National Pet Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-pharmacist-day/,National Pharmacist Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-pickle-day/,National Pickle Day — Obscure Holiday Calendar,27,27,9,2,no,no,no,fun_weird_general,fun_weird_general,4,11.24
/holiday/national-picnic-day/,National Picnic Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-pie-day-12-01/,National Pie Day 12 01 — Obscure Holiday Calendar,25,24,7,3,no,no,no,fun_weird_general,fun_weird_general,6,8.5
/holiday/national-pie-day/,National Pie Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-pierce-your-ears-day/,National Pierce Your Ears Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,fun_weird_general,fun_weird_general,4,9.24
/holiday/national-pig-day/,National Pig Day — Obscure Holiday Calendar,27,27,10,2,no,no,no,fun_weird_general,fun_weird_general,4,12.24
/holiday/national-pizza-day/,National Pizza Day — Obscure Holiday Calendar,27,27,11,1,no,no,no,food_drink,food_drink,2,13.74
/holiday/national-pizza-with-the-works-except-anchovies-day/,National Pizza with the Works Except Anchovies Day — Obscure Holiday Calendar,27,27,7,2,no,no,no,food_drink,food_drink;work_technology,4,9.24
/holiday/national-piña-colada-day/,National Piña Colada Day — Obscure Holiday Calendar,25,25,8,2,no,no,no,fun_weird_general,fun_weird_general,4,10.0
/holiday/national-play-doh-day/,National Play-Doh Day — Obscure Holiday Calendar,27,27,6,2,no,no,no,fun_weird_general,fun_weird_general,4,8.24
/holiday/national-popcorn-day/,National Popcorn Day — Obscure Holiday Calendar,27,27,11,2,no,no,no,food_drink,food_drink,4,13.24
/holiday/national-potato-day/,National Potato Day — Obscure Holiday Calendar,27,27,12,2,no,no,no,fun_weird_general,fun_weird_general,4,14.24
/holiday/national-potato-lovers-day/,National Potato Lovers Day — Obscure Holiday Calendar,27,27,8,2,no,no,no,wellness_lifestyle,wellness_lifestyle,4,10.24
